L_Knee,R_Knee,accelerometer_right_foot_x,accelerometer_right_foot_y,accelerometer_right_foot_z,gyroscope_right_foot_x
18.001768678914637,18.777099137864028,-5383.949170546276,-5184.042878297913,14899.891210884367,136.98653240512698
17.91289647225028,18.552814237868354,-5387.9316422281545,-5157.510549827445,14957.144713359963,140.40986133870325
17.78781984977593,18.296402642069545,-5384.014425013312,-5116.175015426631,15007.941839477615,145.9668440684173
17.632322057263654,18.018683362525998,-5384.472421416332,-5085.9551801659945,14980.772021396186,154.77104493883218
17.450727657761817,17.729335315407813,-5395.9127513138055,-5091.84901872336,14928.173577979762,160.98893874271968
17.246528345109255,17.436600771895325,-5417.995883572725,-5141.366885008997,14916.887467865883,158.98275965246103
17.022460368200665,17.146720365790447,-5428.027515282006,-5172.0285350299455,14943.80597218479,151.04696057653052
16.780939349434536,16.863365054423703,-5409.249228281289,-5131.432760482563,14983.04620632674,141.6609533694828
16.52415543798131,16.587924000226625,-5392.011815149634,-5080.1401615583145,14988.154416857466,136.0103480006552
16.25405441455608,16.31885135320251,-5403.821808591443,-5084.244056864128,14933.088623852635,138.0426231608176
15.972249921219426,16.05281812258281,-5412.05357484761,-5115.844672243008,14895.961001255504,145.9459348166003
15.679891518214976,15.784839585751543,-5386.384517072383,-5132.789140883118,14942.939465438887,155.30095379004118
15.377618193266677,15.50965324279324,-5367.969768470156,-5132.042709348458,14984.031946347575,157.03239306706683
15.065691587119778,15.22230154036007,-5398.4818952320475,-5121.8621384566195,14930.98414374965,145.64373326428827
14.744084510147896,14.919422708537743,-5447.740338708319,-5115.991480739451,14864.197359984995,135.02390175625277
14.412759972353637,14.599450331435044,-5474.653848830242,-5124.885857811864,14874.422413512004,138.24785743505709
14.071804144050317,14.263167438602709,-5468.156979052212,-5139.912897979086,14919.759105067715,144.98065637849243
13.721634148447844,13.913575481710769,-5433.586692970402,-5148.290108552005,14942.698962344188,143.04196241832065
13.362981107592692,13.555364049328197,-5411.987828562047,-5140.1312535479565,14959.824614209654,137.03399408849108
12.997004688937896,13.194754487442685,-5433.193337014723,-5114.003905438671,14991.957851851077,134.18502121083634
12.625116271421325,12.838569692976186,-5444.134601984103,-5099.965838942959,15000.15478304815,134.98444188579396
12.248952330025514,12.493935723718087,-5397.522654666492,-5122.669163760119,14952.505629362026,137.38990218359737
11.87015294951865,12.167482331668232,-5356.060351371441,-5151.871921288672,14908.109481411742,136.0389123348198
11.490287151374151,11.86510520631288,-5381.380222448122,-5156.5629551120455,14924.750184488736,127.53989474035154
11.110677702171667,11.591094647572286,-5415.927756852962,-5159.8854669691555,14959.837874664852,120.02491453307178
10.732436390320629,11.348083704477995,-5397.814119977119,-5183.235899027352,14959.947157773628,122.17787659231024
10.356445131425,11.136555820328098,-5372.041223587246,-5184.2367331947935,14932.268022947266,132.89123525239302
9.983600571259078,10.954607747614139,-5388.854378613282,-5129.346873846573,14902.869741342298,146.15116855473138
9.614986620216134,10.798388595203834,-5408.008669215785,-5088.017665613729,14911.651347094168,146.10578425139562
9.252358170678518,10.661954384682435,-5386.382849054293,-5123.299785143691,14981.084795734867,122.95985305476671
8.89824563817357,10.538364524167392,-5364.01717110131,-5163.935166835261,15047.692730783347,102.0689831395296
8.556188755753356,10.419978674622458,-5381.725582404765,-5135.065657693921,15045.500947597431,108.09042777916184
8.230530163368961,10.299629221273355,-5396.081359191221,-5088.240880182075,14988.636512559397,125.86750565575096
7.926017818893557,10.170894678114955,-5364.920123173681,-5085.635246265052,14914.54497693555,134.82232572989653
7.647149401947779,10.028974799653511,-5339.9656875660585,-5099.946973929393,14872.081483322665,134.03889570375497
7.397526569660788,9.870430486049543,-5374.794414290062,-5094.43687990477,14897.512998718968,128.168952197109
7.179299013075701,9.69339600980249,-5431.560268006183,-5087.960452863846,14963.333775187637,124.00761815057268
6.992694972769345,9.49708630378048,-5460.098081544119,-5103.69821179972,15025.612209888715,125.9241005303464
6.836372159955786,9.281427810059572,-5456.1709262666545,-5123.876311806854,15040.234585483238,126.0434676259728
6.70736014418063,9.046743165836427,-5431.150446907961,-5125.115536413901,14982.104739367729,117.31405168867417
6.602130570117024,8.793512481053318,-5412.0555408860155,-5104.309686606895,14904.618535655913,109.034546552639
6.5169842357643315,8.522348966770146,-5420.57492205134,-5070.8060742398075,14869.736436264417,110.4211369411229
6.449024456655511,8.234320886353935,-5439.840484117256,-5063.773395472999,14891.480179536817,113.01230505714823
6.396272792305211,7.931117457467099,-5448.06032917642,-5109.793670837851,14959.7314153916,107.52344039563688
6.358319788041159,7.615782033092607,-5444.091490068515,-5151.858570440685,15015.730453175196,100.05317722237606
6.3359111795919665,7.292766178941762,-5432.582146828769,-5135.796827877796,15006.735458601472,95.97331147467976
6.331043377175848,6.968320333308943,-5420.113918006089,-5108.09752191808,14956.60596204847,81.28584550055297
6.346496804013466,6.6503476620872535,-5414.6381403277,-5118.665733668551,14909.46785105356,45.130833373810006
6.385488878661764,6.347895810730694,-5427.704369387637,-5124.219533893403,14911.525894031627,10.261247941063086
6.45122288624453,6.070697956907708,-5462.043161226644,-5082.6091988324015,14984.153822932076,-0.02305546708549666
6.546460689016366,5.828204375300328,-5480.073835658934,-5055.8753844823805,15043.822485899129,3.9462187844924173
6.673195359926217,5.629011189008066,-5452.086361055286,-5102.617234973722,15013.161361696193,7.123558433179219
6.83233089840854,5.47989445503602,-5424.0676140266005,-5155.736781773052,14952.505036207336,10.929401357469494
7.02390222989078,5.385818572151411,-5439.718642669033,-5143.810491673757,14936.049196302825,17.966998878038194
7.24712538574071,5.349003946883708,-5452.156155211825,-5112.190591525705,14947.84734644365,18.094838920484584
7.501309968657099,5.369633772555216,-5414.864017058802,-5118.234895785312,14954.16036004015,2.580364368003457
7.786372334221528,5.445679825636279,-5380.08674634254,-5143.724359613776,14944.24208544685,-17.786300194033398
8.103955277046236,5.573785692118314,-5404.792199101873,-5158.960012419908,14916.716507910342,-29.296631666764984
8.45735966412121,5.7499692829218985,-5459.348027242559,-5167.874409189004,14884.366329698714,-27.1248748840653
8.852190570676806,5.970718693686403,-5498.35143742277,-5179.516279757305,14863.723357608815,-11.030215010826529
9.295292510302787,6.233754782775157,-5504.186081708996,-5187.9553208921525,14871.638912517265,9.753742933816323
9.794517086726987,6.5387304139437985,-5471.601808965902,-5183.926431288649,14915.08376836124,25.772449540109157
10.357423421776684,6.887741268540297,-5416.770713904339,-5160.465599904131,14959.61003861597,36.87678774467996
10.99091672009006,7.284895645549687,-5366.822015683316,-5116.437375093225,14972.850634721677,45.391414377393865
11.70024913192791,7.736458839224229,-5371.316713183789,-5072.469628627028,14975.869465499713,53.8744314754338
12.48922932539462,8.249812420805041,-5457.518724755095,-5051.630084181105,14990.564381816366,63.32578990818782
13.359981483880647,8.833251970164033,-5535.548429048205,-5063.579518211109,14984.446101533991,68.00399534464387
14.313597766876295,9.495224132611535,-5519.671669837049,-5106.790208144251,14930.106476118377,64.78875079521832
15.350644543437001,10.244125508587956,-5468.508318699107,-5147.644726183793,14880.31390181966,68.7978822979971
16.47189733158493,11.087958229743144,-5456.099268215382,-5155.632577072031,14890.39494839426,92.77176999140846
17.678722730584944,12.034289980449817,-5463.948407013037,-5148.075693107204,14939.221069769172,119.7138367300746
18.973361300386085,13.090096339947829,-5458.518145176576,-5147.741160367775,14987.59919430964,129.13046702246763
20.358553548163943,14.26150747148843,-5444.2035056391305,-5148.061159863854,15004.140156782145,118.29831177663125
21.83704118310698,15.553737273192139,-5433.567206642211,-5142.837459100508,14971.751130046308,93.34554027738277
23.41043914019763,16.970369086917884,-5431.938778829198,-5159.4059720242185,14924.572597489316,78.01181746414203
25.078594627586245,18.51321708935886,-5440.129194039269,-5213.582712518924,14899.39996490715,91.13240695379092
26.83880839138443,20.181700428499656,-5447.95172609676,-5236.367619955488,14888.165481252316,111.79052404348008
28.68550791738101,21.971930581057,-5449.329610624359,-5169.042646720699,14877.355786754828,116.67532541721941
30.61079730093437,23.876875739008568,-5467.426457098206,-5088.748933509011,14879.755495456066,115.95530832117183
32.60435573418507,25.88492957325731,-5517.782481737968,-5080.27617518916,14903.969947897882,123.01629317196324
34.65433375402135,27.980968641750433,-5551.942039176934,-5111.526996064416,14912.26477425285,128.0231210051716
36.747312150781205,30.14600932832731,-5525.878664288278,-5129.79167730523,14874.115090755025,120.88600560887662
38.86833081882701,32.35903910452903,-5484.4176307626785,-5124.281117536969,14840.118006519177,115.94767194366389
41.00105163936528,34.59827080137325,-5476.711343665777,-5100.231045161074,14861.094531859671,127.27238300026944
43.127255353554375,36.84326163658895,-5472.33022768833,-5084.021574589965,14899.564687259137,140.87787038495117
45.22747777399815,39.07582666124667,-5438.440775509745,-5096.019988127398,14912.082674960888,140.14007985860513
47.281023881852846,41.280980109517984,-5419.810691276545,-5108.032756501071,14927.449013151605,128.24445646749538
49.2668887712541,43.446401754404796,-5457.102081193825,-5095.571055606295,14972.793656346805,113.52172851928741
51.164269339206825,45.56137365107731,-5488.047590567323,-5103.331074508327,14988.46696827712,104.06814939398518
52.95373055585774,47.615358487792406,-5453.816888053654,-5169.409198662231,14925.991504770547,104.14639169721625
54.61774927299293,49.5966542802558,-5423.870457498657,-5227.618063007945,14879.872956674402,102.14555248496127
56.14151632227509,51.491489741794645,-5468.5361643828355,-5211.9182725982355,14939.152584233596,88.51453286398072
57.51351885117731,53.28372720443337,-5519.673646673917,-5172.420073264406,15011.457607657932,79.96298523475315
58.72506267024598,54.955603714892185,-5500.6475939017,-5168.803411385949,14993.438361192968,91.75981094191744
59.77080435223296,56.48855417647355,-5452.67559400825,-5172.194180519687,14936.794033600829,103.9573326697859
60.647426544542455,57.86479268275901,-5433.524699449596,-5146.55477526607,14914.853454065222,94.95578072155625
61.35355072419888,59.06834710870851,-5439.774231136172,-5124.06697793944,14919.842439762395,75.3345715436959
61.88882785592269,60.086771821300616,-5452.108325371146,-5138.225436467861,14928.6370425423,62.48255901901996
62.25355731029656,60.91102733196193,-5452.22570325597,-5152.097300605316,14943.609713031705,66.70935290882066
62.44839558245897,61.53700122326023,-5430.408455890574,-5127.579029878548,14967.50328404723,89.27884691591888
62.474236233119505,61.96423308063838,-5412.086696046706,-5100.187034075155,14976.182500976465,101.11829705642825
62.332255913152565,62.19625660724186,-5424.952216930221,-5110.181565826549,14951.186254646778,79.43937534639623
62.024224784850276,62.23933464436212,-5466.98541538117,-5135.618104062653,14928.095216410064,61.94229169153002
61.55257992987284,62.10153810896112,-5519.7648438344195,-5145.506536472246,14940.85924178281,85.96445290384578
60.9209658489736,61.79197383132861,-5528.682561339859,-5140.194361266099,14956.023243500804,119.59017815551408
60.13414239612615,61.319820323391276,-5457.518887289306,-5128.979961683868,14936.86060993469,124.0661379560786
59.19822688218947,60.69390517786691,-5388.563272186291,-5123.950646162874,14908.37237156852,109.32641989622114
58.120445617510526,59.922255985070905,-5405.750578642512,-5133.09598753903,14902.562040418385,94.52103066459185
56.90878769553635,59.01217360602008,-5466.858850821159,-5143.891491620874,14911.788489966646,83.19356157093469
55.57171481321652,57.9700428848132,-5509.520497191636,-5142.4565994562545,14918.124635588034,75.75128581945279
54.11768204787507,56.80164697507183,-5527.8191617672455,-5132.240167759167,14904.592015577724,76.85020802471641
52.554919311145085,55.51214570887667,-5529.463771420511,-5122.498773318178,14868.073018960562,89.59574922037596
50.89124980216701,54.10619144196902,-5516.41643665035,-5127.629680773563,14863.275852729428,105.71494554354803
49.13419281182548,52.58798388572732,-5492.519661241938,-5155.425087884017,14931.02197624221,114.80768150545195
47.291059578632144,50.961079548348486,-5476.103030160011,-5179.781868993863,14987.771006559275,110.27759203803927
45.369191738742536,49.22833130634358,-5479.899022352022,-5175.580489882956,14951.68260327125,92.09167598541363
43.37606000466705,47.391652047831,-5476.426640102531,-5160.234312056697,14888.84500109619,83.85057387607463
41.31916246442669,45.45182400537111,-5443.105589088341,-5154.40920645288,14881.753109650956,104.66927189464221
39.20582780329419,43.408685859694,-5423.807402489219,-5144.425072315429,14915.1509509841,127.76900996408426
37.04264749586543,41.26102589277664,-5461.392526925919,-5117.051586353825,14951.350837729764,124.48673723308382
34.835221138069706,39.00734696562718,-5518.968711903005,-5099.968625918821,14967.992221746721,110.2271436313908
32.58779212130375,36.646259452291524,-5545.609439171518,-5119.718378162199,14954.869350902973,106.63254203568921
30.30338837211328,34.17807286148762,-5521.1945780939495,-5151.461806814003,14936.21806547913,111.84857482725947
27.984400517308327,31.605597735984748,-5449.833383077336,-5164.793844943092,14938.616564379248,119.26839697840454
25.633561749333065,28.93737774273357,-5404.032559796792,-5164.071126978529,14959.410430960037,128.75415176820778
23.255658413553654,26.189055792599774,-5444.945260565764,-5160.647872598641,14985.007279052255,139.2355120500402
20.859125539835333,23.38613783180498,-5507.127501861888,-5156.122126411509,14988.414938534446,138.27285622974125
18.45940442643158,20.566644366633206,-5514.771113564344,-5148.614278561931,14948.147833300482,116.12040755731113
16.078808830065903,17.778704811847046,-5492.453024552108,-5132.517987489106,14881.60189523433,87.55711833952789
13.749866674134397,15.080589574768595,-5481.502805864205,-5107.921857904672,14818.367474450204,71.0440188780231
11.51230209212313,12.532722172722266,-5480.02923906499,-5103.572083489135,14795.73033796943,72.72418653539803
9.41310929022691,10.194038656236591,-5477.506153411977,-5142.594801153352,14836.784435670825,90.96479525876121
7.499907395249258,8.112699421439764,-5475.980101766519,-5191.148526295947,14894.963098887125,104.93418292074439
5.819862871365203,6.326711177990633,-5476.42390655199,-5208.851274547316,14920.701398482337,96.74098577061869
4.418057004196242,4.860877823187305,-5460.7543219929385,-5192.732309092527,14931.630071923653,83.17280661755149
3.3222647216147863,3.7231017186462463,-5417.345873685945,-5155.714154063076,14953.308235816894,85.15955575352187
2.5376816068265757,2.9019699915761485,-5384.241272759487,-5135.892974050834,14967.977685171474,101.4926776585821
2.1104550222033778,2.407515723452511,-5400.299211560561,-5160.858951191301,14956.52950228672,122.56967772271474
2.049429131770399,2.2266884487662058,-5450.603033841409,-5184.018176494132,14944.007752454054,128.24575539409193
2.1046217645706773,2.195046254815663,-5502.924772537855,-5160.6561289408955,14952.579909734777,106.66342855779318
2.193229211935356,2.24027065376609,-5512.700100398622,-5139.848531034678,14941.02909948341,93.79244799774773
2.5724776597953363,2.483158379578792,-5454.608166753007,-5171.90493483534,14874.680979577266,122.91699323340518
3.2515145750513397,2.9349534491276055,-5400.452980906178,-5203.899492243512,14820.385667853368,160.40689521912245
4.083013381442798,3.53221830663175,-5417.888233797882,-5179.5988308772885,14844.226742023995,166.59247579661667
5.017075294871665,4.241911126285961,-5444.080674532972,-5148.2052767967725,14891.280623468761,153.35807268664146
6.0167255000243935,5.038599878425725,-5411.483645548144,-5162.5520003216425,14898.818888410338,141.7262271444268
7.027047489590924,5.8968211801818,-5383.769801385031,-5168.678348548912,14910.989956473928,132.25577184953252
8.008205063149761,6.7978941661944186,-5428.762660650609,-5111.643553402102,14976.012296379653,121.80462267472399
8.934278370079255,7.7281471852345645,-5479.538434597509,-5056.523498470523,15035.328976337325,115.0637173579936
9.79187487096832,8.676286268644702,-5462.487899786907,-5075.854610846792,15025.772916327398,116.78364194061582
10.577446828350409,9.631515892896596,-5432.162268895798,-5134.529798245925,14988.703050866929,122.84347782462456
11.298433429998225,10.582790685186172,-5450.366315112482,-5176.922844350727,14978.511482200633,128.27245666389348
11.96828773209567,11.517615574027893,-5460.641563416914,-5184.354972062994,14983.912332092135,134.78250950446133
12.603634521435765,12.422287153708272,-5406.2699564078885,-5156.390020289177,14982.427535684927,145.11041832067878
13.220548319489966,13.281988513834415,-5367.725334768428,-5128.332173703176,14979.954209455726,158.6126551816232
13.831968475988905,14.082076828918863,-5425.443791352153,-5132.665272812246,14986.40024022921,171.27615565677414
14.4456454059603,14.808855328060266,-5498.963674276763,-5147.783116049168,14995.802441824464,168.4523545876477
15.06285994871595,15.451508195976952,-5494.472867363325,-5145.93273965337,14996.326362781261,140.44176342261
15.679631010350354,16.002287325312803,-5449.116138955003,-5136.19464474704,14969.30977420616,111.48403029568655
16.286555687327063,16.458501861887314,-5425.0548902433775,-5133.628601953386,14908.79353066233,105.96922397157192
16.871706975621965,16.82133526219388,-5439.038418849928,-5135.934835044214,14871.968583679387,109.03773436234464
17.421381875839057,17.096247652099866,-5485.563656432273,-5137.176314306758,14909.6677337376,101.91032879256599
17.922487724253234,17.29128152929274,-5515.968106690494,-5136.064577916074,14970.733763875278,95.0113115253621
18.363099330011927,17.415887753518806,-5488.798220282781,-5135.044939587071,14992.715156064394,101.48062704508094
18.734018803696827,17.479368116700087,-5444.857473498081,-5147.308590417673,14984.395391674756,111.80768232832226
19.028531884497806,17.489837279246892,-5432.993409512042,-5181.230827378962,14970.411510254538,114.22907182542383
19.242972153651994,17.453434029103907,-5439.83233213735,-5211.533828733905,14960.182848836877,113.95057266050355
19.37660698104198,17.373980395520366,-5440.33291784132,-5212.058544314406,14956.611688416711,116.82548330349614
19.431055355868217,17.253472140000984,-5432.314324254427,-5192.652500302077,14952.238981137183,111.43583405713268
19.410418237505382,17.09217853028644,-5419.9838683456,-5172.376663612077,14939.707757853177,89.0398201618429
19.320274445865753,16.88994206700031,-5408.277232548497,-5167.742521598806,14924.394697810372,73.04372625707508
19.167607628885566,16.646738331316847,-5401.455190244227,-5184.989419042976,14917.28666851964,86.3398828287807
18.960186865471748,16.364064611537156,-5399.969207093076,-5188.576891872837,14938.714280066517,111.3831782170283
18.706285126952142,16.045098835267808,-5401.06772468499,-5148.941974208182,14996.420265587447,124.47993196943064
18.41446237115254,15.695846133544286,-5392.548504555248,-5112.345329650412,15032.067711230022,123.22000032029565
18.093276004722625,15.32421370638847,-5369.609921521246,-5126.09802744903,14994.284430711486,112.42256319304745
17.751123124906716,14.939990325193266,-5371.057652105707,-5151.698718102054,14940.91789324397,103.12184679435569
17.395852487197264,14.553246349728758,-5428.1450595469105,-5141.794706106898,14936.944792580336,104.0042606869688
17.034668127894435,14.173581858972561,-5487.011337487181,-5112.8115562568,14948.075026217515,106.06478615974626
16.673565302918856,13.808358288740315,-5487.719514350319,-5094.593193461724,14931.66696571448,98.57887602338349
16.31739741508587,13.462449447451217,-5445.569094728435,-5099.414624317312,14927.288410245377,84.46163566582126
15.969585610513155,13.137488406854297,-5398.213977269269,-5128.937653074132,14975.128571300758,70.37457963144196
15.632058831444985,12.832195636425103,-5391.07584792928,-5159.3814652679,15019.567043508923,63.045734618154896
15.3055150320758,12.543222942819588,-5448.827817776126,-5168.092083184834,15000.506116228504,67.1886004823333
14.989275793495592,12.26580255737685,-5495.830694042947,-5167.904215942407,14953.247748875743,78.60283290492337
14.681816277878266,11.995124567577378,-5460.385715765133,-5173.480313022605,14927.339342916524,91.81749109211312
14.380805516503228,11.726995657278342,-5408.738707802429,-5164.820916577179,14920.110190574174,106.50598436360963
14.083645051508377,11.458827844476186,-5418.089123273884,-5124.541904607361,14920.403906118581,120.87034723098935
13.787747225208623,11.189589108781718,-5447.551532017181,-5088.510647940207,14942.70309403842,120.45079070534166
13.491098583808261,10.920456760900398,-5442.2189453568635,-5092.529719241607,14992.539439611992,95.7311170366143
13.19251531060657,10.65404939711238,-5428.059643762534,-5107.8442729236685,15005.14411872007,74.21314866072174
12.891980026455084,10.394412023720992,-5441.964989955232,-5100.066898463179,14928.1970782464,83.3250492237827
12.590663622162497,10.146096051595192,-5471.10964211494,-5088.078349497009,14849.1587166018,105.41339744954125
12.290557741466406,9.913669657877403,-5490.406597349745,-5096.614550813027,14860.896873758968,114.639476966842
11.994098593919945,9.700746123293348,-5480.9797320950265,-5111.682093554663,14910.795620759618,103.71524300271447
11.703418624736752,9.5097140557024,-5436.28476389328,-5117.197133628964,14927.710881868657,75.9642512193968
11.419902754951838,9.341288749314472,-5396.6039882569385,-5134.851518248044,14935.33802743393,58.98137249596628
11.143705056386118,9.194504020582109,-5397.950952174541,-5183.488962423161,14968.039160708155,76.33406924409577
10.874006489063046,9.067113933746958,-5400.590376227793,-5223.472638505951,14991.96802202256,104.32024819820784
10.609132788030141,8.955749193022772,-5364.396027435316,-5213.175732644822,14972.63173633116,114.03321110157182
10.347359974842037,8.85661407362872,-5339.7441043345825,-5173.387244212909,14955.73040393733,111.13597805986203
10.087302394006068,8.765706310632625,-5379.215456118024,-5139.054786747739,14983.110332755652,108.07722439237632
9.828572341711885,8.679293933746392,-5434.749916197084,-5131.577759765725,14981.773279171128,105.13304681480179
9.571745147692221,8.593959315701076,-5448.246471434686,-5159.988256519435,14888.501793860916,100.04118898576667
9.318743363564826,8.506798987230628,-5440.151640416814,-5195.161913955383,14823.667247552372,94.18329479951487
9.072478677049956,8.41531094827525,-5443.609837289195,-5205.207077157602,14907.27317992845,90.3070061127735
8.836957063579792,8.317468825429053,-5451.847691957923,-5192.681193952582,15032.987830982776,92.74805920482387
8.617110810797124,8.211846850691725,-5452.293881537095,-5170.156077371912,15066.375677209291,104.58888859943647
8.41850990194809,8.097651010990315,-5455.627196015994,-5152.344415188028,15025.96950491464,121.41070154959459
8.247102652062065,7.975177507575222,-5468.796729600471,-5149.8041413524115,14967.176823851521,136.82508119744665
8.108531784275774,7.845789467012891,-5453.651261598457,-5152.035809374365,14921.075987748194,144.92079733691145
8.007673326989348,7.712208003118811,-5383.70033994087,-5146.360280185976,14906.660460231766,142.41467347961358
7.947691723538274,7.578588821004621,-5339.711423808031,-5136.330956933666,14919.210975039181,137.10317970834188
7.930075278018492,7.450200331847424,-5396.549278866145,-5127.315941322209,14946.856487462606,135.8378265360319
7.953861103912476,7.333334235288697,-5470.650122172537,-5112.738798804104,14975.175640244623,127.61520968591446
8.016372623545529,7.23451752028177,-5465.793388376649,-5088.902768938915,14993.0747720215,104.20946714519634
8.1131465427967,7.160158007797823,-5425.08626602275,-5079.665657615049,15007.407569099068,91.79263192392445
8.23885749180603,7.115614937883366,-5415.155872922674,-5106.568074348878,15026.115457073967,114.1011184651343
8.38784148731582,7.105080344774233,-5434.985520975598,-5146.755127562423,15039.782899831207,141.4843592479799
8.55494474020797,7.130750415028088,-5463.3021025919215,-5170.035166333335,15035.868989534378,140.54336196528706
8.736050073484815,7.19316337968681,-5472.405837958901,-5168.539462522721,15009.415516012628,127.32877362824716
8.928641342583028,7.290934047990163,-5443.003024835619,-5146.20605257443,14963.167485070291,125.2234378570499
9.132430697962153,7.4212621809238755,-5401.257391863491,-5131.9098999654625,14924.805620234005,128.92577287308063
9.349167512038186,7.5804528721982285,-5380.225931259979,-5148.875277170432,14921.898774457559,127.58905420860563
9.583342542720613,7.764498026154031,-5387.208092149514,-5164.103070379497,14950.512242959536,121.28597420036539
9.841436033498521,7.9699434346920635,-5416.450036062927,-5143.307408576732,14995.095120110971,113.01568431319077
10.132088689550168,8.194496406456533,-5435.975816602342,-5116.484242194674,15027.450064763383,105.24784339553392
10.465461426349615,8.437987496076309,-5418.754907535284,-5121.441162439213,15025.2858080667,100.56707299897586
10.852750715435569,8.70233578498867,-5392.583554223257,-5150.701461711327,15008.493712043299,102.73277760655317
11.305821105259245,8.992590012539672,-5391.7536834220255,-5183.5025716744585,15000.618277720956,111.33383313930709
11.836626418253266,9.316199154232404,-5411.093335928128,-5196.2362178819385,14988.825330684467,105.82953503317276
12.456947108672688,9.683289761572771,-5435.575084777332,-5174.032660044837,14956.700846646323,72.19917570537311
13.177911603782364,10.105859544533145,-5455.447706589331,-5144.719780387577,14917.348960208108,50.82589803795234
14.009892880543692,10.596984836182855,-5462.081146880521,-5138.200041978976,14891.710517378448,77.84870176584154
14.961874628910854,11.169760028962248,-5445.252338016491,-5140.119731381201,14898.828677704907,102.14408126987968
16.04142188695714,11.836210944382463,-5402.984549005492,-5131.438969415309,14945.658322644002,70.13727066787816
17.254226721953533,12.606469990678661,-5372.298540109262,-5127.7021359243,14987.307213750117,26.901311110374838
18.603563684487007,13.487992308455231,-5386.30968272765,-5144.3021584271855,14983.413871461598,26.474707878459775
20.090422158405506,14.485966133421059,-5411.511553181174,-5152.420489161675,14979.220253096868,38.98540776434793
21.71247444017021,15.60303908522111,-5407.265884957732,-5127.841717145671,15019.722277347128,24.805416942522946
23.46454600684026,16.840524094143074,-5384.885601254513,-5122.784158422371,15040.872992636007,6.264898239804483
25.338061604607514,18.19859738684067,-5367.708218376028,-5184.2741013514,14981.153401039926,13.256323569124985
27.321406624401135,19.67690350902382,-5367.539391332148,-5239.439606615538,14928.14842468535,31.428212156436025
29.400663989074214,21.274511691711663,-5388.106622386807,-5212.335519990866,14967.778690049292,39.826907239213746
31.559847446685065,22.989280682019164,-5411.360973645018,-5164.889708398515,14989.808386303419,43.75819596578291
33.78206747783041,24.817087053702885,-5415.09897249742,-5171.083399814337,14883.988968022773,52.49261087049348
36.04980693548137,26.75083625281316,-5385.998350901173,-5184.452359356441,14788.64886080787,59.88093878530529
38.3452877413262,28.779256933661514,-5327.877460115691,-5146.482526420964,14853.646655837878,58.4217961003561
